status,confirmed,last_contacted,retailer,license,city,contact,phone,email,delivery,notes,price_points,pipeline_code,pipeline_label,region,completeness_score,price_tier
Active,true,2025-03-03,Higher leaf - Kirkland,422218,Kirkland,Jacob Pollock,425-820-5967,jacob@higherleaf.com invoice@higherleaf.com,"Higher Leaf Kirkland: https://calendly.com/kirkland-willows/delivery  Drivers must be on time for their scheduled delivery appointment. If they are running early or late, they need to call the store ahead of time to discuss when they can deliver. If a driver shows up early or late at a store without calling, they may be told to wait or rejected.


If you are delivering to all 5 of our stores, please schedule deliveries with at least 30-60 mins between each delivery. 
If you are coming from South of Bellevue, schedule to drop at our stores in the following order:    HLF → HLE → HLBR → HLK
If you are coming from North of Bellevue, schedule to drop at our stores in the following order:    HLK → HLBR → HLE → HLF
- Require 48hrs notice for before delivery","Gab was fired. Jacob is the buyer, I talked with him and he told me after 2-3 bad runs with the Fireline brand they are not looking to add it to the mix right now. He said to keep him in the loop and he may reconsider. - WL",,R2,R2 - Active but stale (>90 days),Seattle Metro,6,unknown
,true,2025-03-06,HOUSE OF CANNABIS - TACOMA,434402,Tacoma,Mike,,mike@houseofcannabis420.com Tacoma@hoc420.com,,"Emailed Mike today to get the ball rolling on orders, going to see what we can do get into all locations! - WL",,I5,I5 - Near order / has ordered,South Sound,4,unknown
,true,2025-03-14,HOUSE OF CANNABIS - TONASKET,422454,Tonasket,,,Tonasket@hoc420.com,,,,I2,I2 - Contacted/has notes,Eastern WA,2,unknown
,true,2025-03-14,HOUSE OF CANNABIS - TWISP,400085,Twisp,,,Twisp@hoc420.com,,,,I2,I2 - Contacted/has notes,Eastern WA,2,unknown
,true,2025-03-14,HOUSE OF CANNABIS - WHIDBEY,422457,Greenbank,,,whidbey@hoc420.com,,,,I2,I2 - Contacted/has notes,Other/Unclassified,2,unknown
,false,,hwy 420,413843,Bremerton,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
,false,,HWY 420,437434,Poulsbo,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
,false,,HWY 420,413427,Silverdale,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
,false,,HYPEHERBALLY,425498,Lynnwood,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,,I-90 Greenhouse (it is lit),423203,Ritzville,,,i90greenhouse@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
Active,true,2025-05-07,III KING COMPANY,414750,Seattle,Rosie is the buyer,(206) 453-3445,iiikingseattle@gmail.com,,Reached out to Rosie to see what we can do to get back in the store 03.04.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Seattle Metro,6,premium
,false,,ISLAND HERB,413727,Freeland,,,,,,,I1,I1 - Unconfirmed cold lead,NW Washington,0,unknown
,false,,ISSAQUAH CANNABIS COMPANY,414867,Issaquah,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,,JET CANNABIS,414753,Everett,Andy is the buyer,,admin@jetcannabis.com,,"Sample request sent, they would be good to get into 02.11.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,I4 - Samples sent,Seattle Metro,4,premium
,false,,KAHD HOLDING,437823,Tukwila,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
Active,true,2025-03-20,KALEAFA,414345,Aberdeen,"Cassie is the buyer, Jason also is the buyer",(360) 637-8018,Aberdeenvendors@kaleafa.com Cassie@Kaleafa.com,Delivery Tues-Fri 9am-3pm - requires 48hrs notice for payment to be ready,"David emailed me with all the updated store contacts.  as I did the same 02.10.25. Talked to David, going to offer a sale price on flower and products to get the ball rolling until Greenline is in the mix. Meeting with managers tomorrw to go over products and orders. Should have some in the next couple days. - WL",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),Peninsula/Islands,7,standard
Active,true,2025-03-20,KALEAFA,429441,Des Moines,David is the buyer,(206) 460-0503,david@kaleafa.com desmoinesvendors@kaleafa.com,Deliveries: Accepted Monday through Friday 8am-4pm - requires 48hrs notice for payment to be ready,"David emailed me with all the updated store contacts.  as I did the same 02.10.25. Talked to David, going to offer a sale price on flower and products to get the ball rolling until Greenline is in the mix. Meeting with managers tomorrw to go over products and orders. Should have some in the next couple days. - WL",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),Seattle Metro,7,standard
Active,true,2025-03-20,KALEAFA,417643,Oak Harbor,Sean is the buyer,(360) 682-2420,sean@kaleafa.com,Delivery Tues-Fri 9am-3pm - requires 48hrs notice for payment to be ready,"David emailed me with all the updated store contacts.  as I did the same 02.10.25. Talked to David, going to offer a sale price on flower and products to get the ball rolling until Greenline is in the mix. Meeting with managers tomorrw to go over products and orders. Should have some in the next couple days. - WL",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),NW Washington,7,standard
,true,,KARMA CANNABIS,421168,Sequim,Sean Jones is the operations manager,,karmacannabisllc@yahoo.com,,,,I1,"I1 - Confirmed, cold lead",Peninsula/Islands,2,unknown
,false,,KING CRONIC,425925,Yelm,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
Active,true,2025-02-24,KITSAP CANNABIS PORT ORCHARD,435420,Port Orchard,Raymond Alloway - please contact thru email,(360) 443-2030,therealkitsapcannabis@gmail.com,,This is Jose's account,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/,R2,R2 - Active but stale (>90 days),Peninsula/Islands,6,premium
,false,,KITSAP CANNABIS Bremerton,437783,Bremerton,,,,,,,I2,"I2 - Unconfirmed, some contact",Peninsula/Islands,1,unknown
,true,,KUSH Kirkland,420336,Kirkland,Marco is the buyer,(425) 828-9999,Orders@kushkirkland.com,,Reached out to Marco about getting some product back in his store and some samples and stickers to them for the budtender and customers,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,I4 - Samples sent,Seattle Metro,5,premium
,true,2025-02-13,KUSHKLUB,430737,Shoreline,Derrick and Emily are the buyers,206-403-1757,kushklubshoreline@gmail.com,,Talked to a budtender who let me know that emily and now Derrick are the purchasing managers and the email is still the same. They do take samples anytime.  02.13.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,I4 - Samples sent,Seattle Metro,6,premium
,false,2025-03-05,KUSH POINTE,421630,Mukilteo,Jeff is the buyer,(425) 322-4799,kushpointe@gmail.com,,Talked to Lynn who is a budtender  - he updated me with the new buyer who is Jeff and confirmed the email we have on file- they would like samples 02.13.25 Reached back out to see how they liked the smaples and to get an order going! I also offered lower price point if they carry all the sku's 03.05.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,I4 - Unconfirmed but samples sent,Seattle Metro,6,premium
,false,2025-02-13,KUSH 21 128th,425493,Everett,Angela is the buyer,(425) 322-3607,everett128th@kush21.com,,Talked to Angela and set up a vendor day for Feb 20th from 3-6pm,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,I2,"I2 - Unconfirmed, some contact",Seattle Metro,6,unknown
Active,true,2025-09-18,KUSH 21 BUCKLEY LLC,424751,Buckley,Nicole is the buyer,360-761-7540,buckley@kush21.com buckleyinventory@kush21.com,https://buckley-4.youcanbook.me/,"Talkedt to Budtender who confirmed buyer and email, I introducted myself 02.13.25",$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,R2,R2 - Active but stale (>90 days),South Sound,7,unknown
Active,true,2025-10-10,Kush 21 Burien - (LIVING WELL ENTERPRISES),420741,Burien,Brandon is the buyer   Michelle is Regional Inventory Manager,206-402-6955 - store  Brandon's Cell # (808)276-5261,inventory@Kush21.com  Michelle@Kush21.com Michelle's Cell #  (425) 208-9394 - Regional Manager,https://kush21burien.youcanbook.me/,"10.22.2025 - Sent Michale a Text Message to see if he is available to meet next week Friday, 10.17.2025 to discuss a partnership between Fireline and all Kush21 locations.

Talked with Brandon who is the new Purchasing Manager, he will be placing an order very soon and gave me his personal cell to contact him on. 02.13.25",$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,R2,R2 - Active but stale (>90 days),Seattle Metro,7,unknown
Active,false,2025-02-13,Kush 21 Everett - Evergreen way     (KUSHMAN),426731,Everett,Amber is the buyer,(425) 512-0182,everettevergreeninventory@kush21.com,https://everettevergreenkush21.youcanbook.me,Called but Amber was in a meeting with the big guy - will try again later but confirmed she is the buyer and correct email on fire 02.13.25,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,R2,R2 - Active but stale (>90 days),Seattle Metro,7,unknown
,false,2025-07-09,Kush 21 Lynnwood.  KUSHMAN,421552,Lynnwood,Gabrielle (Gabby) is the buyer for now - soon to be John,(425) 245-7242 Store - Gabby cell # 425-512-9650,Lynnwood@Kush21.com,https://lynnwoodkush21.youcanbook.me/,Emailed the buyer my new account manager information 02.11.25. Talked to Gabby - Got updated contact info for Kush 21 Lynnwood - they have a new buyer Gabby who is requesting a budget for us next week and set up a vendor day 02.12.25,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,I2,"I2 - Unconfirmed, some contact",Seattle Metro,7,unknown
,false,2025-02-13,Kush 21 Mukilteo.  KUSHMAN'S,431271,Mukilteo,Duane Smith is the buyer,(425) 903-4554 - Store  Duane cell # (425) 791-1243,Mukilteo@kush21.com,https://mukilteoinventory.youcanbook.me/,Talked to Duane who is the new purchasing Manager and he gave me his cell phone to call if I need anything from him 02.13.25,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,I2,"I2 - Unconfirmed, some contact",Seattle Metro,7,unknown
,true,2025-07-09,Lidz Cannabis  Kush 21 North (SAMUEL ENTERPRISES LLC),414520,Everett,Gordon is the buyer,425-374-7029,EverettNorthInventory@kush21.com,https://kush21everettnorth.youcanbook.me/,Talked to Gordon who is the purchasing manager - it is Kush 21 Everett North now and our contact info is correct. He can be reached by email or phone 02.13.25,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,I2,I2 - Contacted/has notes,Seattle Metro,7,unknown
Active,true,2025-09-19,Kush 21 SODO,423754,Seattle,Spencer is inventory manager,,nicole@kush21.com sodoinventory@kush21.com,https://sodo-9.youcanbook.me/,,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60.00 - 28g/  - all live resin is $7.  budlets are $40 for 28g. $20.00 for 14g budlets,R2,R2 - Active but stale (>90 days),Seattle Metro,5,standard
,true,2025-02-13,Kush 21 Tacoma  (GREEN CORNERS TACOMA LLC),420785,Tacoma,"Jordan is the buyer, Patrick is the Regional Purchaser, Latoya is the store manager",(253) 267-5428,inventorytacoma@mylocalroots.com,kush21tacoma.youcanbook.me,"Talked to latoya who gave me the buyer information for this location and confirmed the email address - Jordan is the buyer, Patrick is the regional purchaser and Latoya is the store manager 02.13.25",$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,I2,I2 - Contacted/has notes,South Sound,7,unknown
,true,2025-02-13,Kush 21 Yakima. LOCAL ROOTS,422336,Yakima,Arty is the buyer,(509)-426-2436 -Store. Arty cell # (509) 728-0630,Yakima@Kush21.com. Inventory manager is Inventoryyakima@kush21.com,https://inventoryyakima-5.youcanbook.me/,"Called and talked to Arty who is still the buyer, Introduced myself and got updated phone number - they are changing over there POS system and that will be completed on the 18th, he is also going to Japan for 10 days on Feb 21st and will be back March 3rd so he will reach out with a new order beginning of March 02.13.25",$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,I5,I5 - Near order / has ordered,Eastern WA,7,unknown
,true,,Kush 21 VASHON TIMES,414454,Vashon Island,Jewels Calson - General manager and purchaser,(206) 259-3121,Jewels Calson - General manager  manager@vashontimes21.com,,,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,I1,"I1 - Confirmed, cold lead",Other/Unclassified,4,unknown
,false,,Buddy's is now Kush 21,413893,Renton,,,,,,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g,I1,I1 - Unconfirmed cold lead,Seattle Metro,1,unknown
,true,2025-07-09,KUSHMART SOUTH EVERETT,416102,Everett,Alexis is the buyer and GM,425-582-0088,kushmartsouth@outlook.com,Tue - Thurs from 9 - 4,Offered 420 special deals and Greenline - NC  Michelle Hulitza,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Seattle Metro,7,premium
,true,,LEGAL MARIJUANA SUPERSTORE,417880,Port Orchard,Pat Waters is the buyer,360-443-2222 Pat: 360-340-1009/Alex: 219-801-6632,lmsbiz1@gmail.com,,Consistant store- it is very small so he orders every 2 month,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,Peninsula/Islands,5,premium
Active,false,2025-02-06,LIDZ CANNABIS  South,421698,Spokane,Kush 21 owned,,,Will take orders any time Monday - Thursday,Emailed Blaine giving him my contact information and inquiring about the Lidz locations to see if we can get back in there. 02.26.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7 blue label ozs $35,R2,R2 - Active but stale (>90 days),Eastern WA,5,standard
Active,false,2025-02-06,LIDZ CANNABIS North,414664,Spokane,Kush 21 owned,,,Will take orders any time Monday - Thursday,Emailed Blaine giving him my contact information and inquiring about the Lidz locations to see if we can get back in there. 02.26.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7 blue label ozs $35,R2,R2 - Active but stale (>90 days),Eastern WA,5,standard
,true,,LIDZ CANNABIS  Tacoma,442174,Tacoma,Kush 21 owned,Isabella is the buyer,isabella@zipscannabis.com,lidztacoma.youcanbook.me,,,I1,"I1 - Confirmed, cold lead",South Sound,3,unknown
,false,,LOCAL AMSTERDAM,429803,Seattle,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,2025-02-27,LOCALAMSTER,414243,Longview,Joey is the buyer,(360) 353-3628    Email preferred 206-369-9597,localamster1995@gmail.com,,Confirmed that this is the correct buyer information  - he prefers email so I am going to reach out letting him know that we are sending samples and would love to get back in the store 02.27.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,I4 - Samples sent,SW Washington,6,premium
,true,,LOCALS CANNA HOUSE - now Kush 21,414823,Spokane Valley,Jon is the buyer,,orders@localscannahouse.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,2,unknown
,false,,LONGVIEW FREEDOM MARKET,413544,Longview,,,,,,,I1,I1 - Unconfirmed cold lead,SW Washington,0,unknown
,true,,LOVELY BUDS DIVISION,410798,Spokane,,,lovelymanifests@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
,true,,LOVELY BUDS NORTH,412490,Spokane,,,lovelymanifests@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
Active,true,2025-07-09,LOVING FARMS,412370,Mount Vernon,Nate is the buyer and owner,(360) 419-9700,lovingfarmsmj@gmail.com,,Offered 420 special deals and Greenline - NC,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/,R2,R2 - Active but stale (>90 days),NW Washington,6,standard
,false,,LUCID,414963,Lacey,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
,false,,LUCID,437262,Olympia,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
Active,true,2025-07-10,"LUCID AUBURN, 21+ CANNABIS, 21+ MARIJUANA",422194,Auburn,Ceara - new buyer,253.249.7730,vendors@lucidmj.com,LUCID SCHEDULING PORTAL AUBURN,"Called to discuss missing payments again, Ceara emailed me and will update me with any solutions they came up with 02.12.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),Seattle Metro,7,standard
Active,true,2025-07-10,LUCID PUYALLUP,352673,Puyallup,Ceara - new buyer,253.604.7156,vendors@lucidmj.com,LUCID SCHEDULING PORTAL PUYALLUP,"Called to discuss missing payments again, Ceara emailed me and will update me with any solutions they came up with 02.12.25 I have reached out several times and still no confirmed way to receive payment. If I do not receive resolution then I will turn them in to the LCB. 02.27.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),South Sound,7,standard
,true,,Lucky Cannabis (bud nation),415203,Seattle,,206.588.2441,Seattle@LuckyCannabisShops.com,,samples 11.17.18,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,I4 - Samples sent,Seattle Metro,4,premium
,true,2025-02-21,LUCKY LEAF,422442,Spokane,David - Owner,(509) 619 - 4887,inventory@luckyleaf.co manager@luckyleaf.co ben@luckyleaf.co david@luckyleaf.co,,Talked with the owner David. He mentioned dry products the last time they had Fireline. He is open to getting some samples to see if we can get it back in rotation. He is looking for Solventless joints and exciting products outside of flower like vapes as well. - 2.21.25 WL,,I4,I4 - Samples sent,Eastern WA,5,unknown
,true,2025-10-13,Lux Pot Shop - Ballard,414532,Seattle,Spencer,206-294-5586,spencer@luxpotshop.com,48 hr notice before sending orders,"10.13.25 - RM Messaged Shea the Owner to see if he and Spencer has time this week or next to catch up. 

Reached out to Spencer about the samples and if they had a chance to try them 06.09.25 NC","Blue Label pricing - 3.5g - $4, 7g - $8 14g - $16",I4,I4 - Samples sent,Seattle Metro,7,unknown
,true,2025-10-13,Lux Pot Shop - Lake City Way,414160,Seattle,Spencer,206-403-1673,spencer@luxpotshop.com,48 hr notice before sending orders,"10.13.25 - RM Messaged Shea the Owner to see if he and Spencer has time this week or next to catch up. 

Samples 11.17.18 -Spencer is at the Ballard location and only accepts vendor samples at that location - prefers email over phone to get started","Blue Label pricing - 3.5g - $4, 7g - $8 14g - $16",I4,I4 - Samples sent,Seattle Metro,7,unknown
,true,2025-10-13,Lux Pot Shop - Belltown,434272,Seattle,Spencer,206-441-7036,spencer@luxpotshop.com,48 hr notice before sending orders,"10.13.25 - RM Messaged Shea the Owner to see if he and Spencer has time this week or next to catch up. 
Spencer is at the Ballard location and only accepts vendor samples at that location - prefers email over phone to get started","Blue Label pricing - 3.5g - $4, 7g - $8 14g - $16",I4,I4 - Samples sent,Seattle Metro,7,unknown
,false,,Magic Tree Collective 206,421151,Pullman,,,,,,,I1,I1 - Unconfirmed cold lead,Eastern WA,0,unknown
,false,,MAGIC TREE COLLECTIVE 206,437368,Pullman,,,,,,,I1,I1 - Unconfirmed cold lead,Eastern WA,0,unknown
Active,true,2025-06-18,Main street Marijuana Downtown,414876,Vancouver,Cade is the buyer,,cade@mainstmj.com mitch@mainstmj.com  send delivery/link to this email,Mainstmj.com/vendor-deliveries,"Talked to Cade, he is looking for deals and promo specials for the shops to get online. Going to propose some deals asap - WL","$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off",R2,R2 - Active but stale (>90 days),SW Washington,6,unknown
Active,true,2025-06-18,MAIN STREET MARIJUANA ORCHARDS,414350,Vancouver,Cade is the buyer,,cade@mainstmj.com msmorchards@gmail.com - send delivery/link to this email,Mainstmj.com/vendor-deliveries,"Talked to Cade, he is looking for deals and promo specials for the shops to get online. Going to propose some deals asap - WL","$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off",R2,R2 - Active but stale (>90 days),SW Washington,6,unknown
Active,true,2025-06-18,MAIN STREET MARIJUANA EAST,421805,Vancouver,Cade is the buyer,Cell: (360) 839-5057,cade@mainstmj.com mainstmjeast@gmail.com -send delivery/link to this email,Mainstmj.com/vendor-deliveries,"Talked to Cade, he is looking for deals and promo specials for the shops to get online. Going to propose some deals asap - WL","$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off",R2,R2 - Active but stale (>90 days),SW Washington,7,unknown
Active,true,2025-06-18,MAIN STREET MARIJUANA NORTH Hazel Dell,435081,Vancouver,Cade is the buyer,,cade@mainstmj.com mainstmjhd@gmail.com - send delivery/link to this email,Mainstmj.com/vendor-deliveries,"Talked to Cade, he is looking for deals and promo specials for the shops to get online. Going to propose some deals asap - WL","$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off",R2,R2 - Active but stale (>90 days),SW Washington,6,unknown
Active,true,,MARGIES'S POT SHOP,413414,Bingen,,,margiespotshop@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Other/Unclassified,2,premium
,false,,Marijuana club 99,426895,Everett,,,,,Black Listed,,I2,"I2 - Unconfirmed, some contact",Seattle Metro,1,unknown
,false,,MARIJUANA CLUB 99 LLC,367339,Sultan,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
Active,true,2025-04-02,MARIJUANA MART,428846,Rochester,Shawn is the buyer,(360) 858-7188,shawn@marijuanamartwa.com,,Offered 420 special deals and greenline - NC,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),Other/Unclassified,6,standard
,true,2025-02-20,MARLEY 420,435092,Covington,Terra,(206) 714 -3820,marley420orders@gmail.com,Monday -  THURSDAY,Sending samples out after talking with the owner Terra. They are open to working with the brands. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,I4 - Samples sent,Seattle Metro,7,premium
,true,,MARY JANE'S,417646,Spokane,,,maryjane.4.yourm@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
,true,,MARY JANES,414864,Moses Lake,,,maryjane.4.yourm@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Central WA,1,unknown
,true,2025-02-11,MARY MART INC,424311,Tacoma,Mish is the buyer - likes to flirt,253-579-9396,marymartpurchasing@gmail.com,https://marymart.youcanbook.me,T is the GM - Emailed for a restock 02.11.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,South Sound,7,premium
Active,true,,Mountain High Cannabis (MHC),435889,Republic,Nicole Grady,,mountainhighcannabis420@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Eastern WA,3,premium
,false,,Millers Marijuana,415001,Elma,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
,false,,MILLERS MARIJUANA,437305,Elma,,,,,,,I1,I1 - Unconfirmed cold lead,South Sound,0,unknown
,true,,MISTER BUDS,414735,Port Angeles,Malik,360.797.1966,malikatwater@yahoo.com,,last ordered 6.25.2020,,I5,I5 - Near order / has ordered,Peninsula/Islands,4,unknown
,false,,MJ Long (Green Sky Seattle),414789,Vancouver,,,,,,,I1,I1 - Unconfirmed cold lead,SW Washington,0,unknown
,false,,MJ's Pot shop,415314,Pullman,,,,,,,I1,I1 - Unconfirmed cold lead,Eastern WA,0,unknown
,false,,MODERN CREATIONS LLC,422951,Seattle,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,,MOLECULE,426443,Davenport,,,moleculecannabiz@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
,false,,"MOUNT BAKER RETAIL PARTNERS, LLC",422361,Quincy,,,,,They would prefer email instead of phone and love vendor samples,,I4,I4 - Unconfirmed but samples sent,Central WA,1,unknown
,false,,"MOUNT BAKER RETAIL PARTNERS, LLC",422981,Tukwila,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,,MR. DOOBEES,424190,Seaview,,,mrdoobees@gmail.com,"Deliveries arriving prior to 11:00 am or after 5:00 pm, payment will be mailed USPS   Email the following docs to mrdoobees@gmail.com, 48 business hours prior to arrival to Mr Doobees : a. Final Transport or Contingency Manifest b. Final Invoice c. Final ""JSON"" File   Try to deliver between 11am-5pm","2. The following MINIMUM ""Total THC + THC-A %"" must be met for all products to be accepted, products rejected due to NOT meeting the following will be returned to Vendor at Vendor's expense : a. Flower & Pre-Rolls = minimum 24% + b. Concentrates - Dabs & Vape Carts = minimum 80% + c. Infused Pre-Rolls = minimum 40% + ------------------------------------------------------------------------------ PLEASE ALWAYS delivery the ""HIGHEST"" Total THC + THC-A percentage products ----------------------------------- NO substitutions accepted, unless agreed to in writing by Mr Doobees ---------------------------------------------------------------------------------",,I3,I3 - Active dialogue/meeting,Other/Unclassified,3,unknown
,false,,MR. GREENS CANNABIS,427850,Lake Forest Park,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,false,,MUFFYS POT SHOP,413930,Port Angeles,,360.504.1966,,,samples 2.2.19,,I4,I4 - Unconfirmed but samples sent,Peninsula/Islands,2,unknown
Active,true,2025-01-31,NATURAL BLESSING CANNABIS,423390,Spanaway,Tamera is the buyer,425-894-6052,naturalblessing2014@gmail.com,They open at 9am - they take orders 9am-9pm anyday including weekends,"Talked with Tamera about the struggle for her to meet our $1000 minimum, I waived that for her so she can place an order. 01.31.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),South Sound,7,premium
,true,2025-02-03,NATURAL CARE,435728,Tacoma,Justin Meyer,(253) 282-0403,Justin.Meyer80@yahoo.com,,1st order delivered 02.03.25 - check back in 2 weeks to see how the product is selling,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72.00 - 28g/ all concentrates $8.00.,I5,I5 - Near order / has ordered,South Sound,6,standard
,true,,NATURAL GREEN,421687,Davenport,,,info@naturalgreencannabis.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,1,unknown
Active,true,2025-04-03,NATURE'S GIFTS,414181,Sequim,Vincent is the buyer,(360) 797-1993,vincent@naturesgifts420.com,,Reached out for a restock and sent the menu 02.11.25 Emailed about 420 specials and greenline launch NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Peninsula/Islands,6,premium
,true,,NIMBIN FARM,415658,Seattle,,206-241-0420,nimbinpotshop@gmail.com nimbin@example.com,,,Tier 2 pricing across the board,I1,"I1 - Confirmed, cold lead",Seattle Metro,3,unknown
