Status,Confirmed:,Last Contacted:,Retailers:,License #,City:,Contact Buyer:,Phone Number:,Email: ,Delivery window:, Notes:,Price Points:
,FALSE,,Buddy's is now Kush 21,413893,RENTON,,,,,,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
,TRUE,07.09.25,KUSHMART SOUTH EVERETT,416102,EVERETT,Alexis is the buyer and GM ,425-582-0088, kushmartsouth@outlook.com,Tue - Thurs from 9 - 4,Offered 420 special deals and Greenline - NC  Michelle Hulitza,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,LEGAL MARIJUANA SUPERSTORE,417880,PORT ORCHARD,Pat Waters is the buyer,360-443-2222 Pat: 360-340-1009/Alex: 219-801-6632, lmsbiz1@gmail.com,,Consistant store- it is very small so he orders every 2 month ,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active ,FALSE,02.06.25,LIDZ CANNABIS  South,421698,SPOKANE,Kush 21 owned,,,Will take orders any time Monday - Thursday,Emailed Blaine giving him my contact information and inquiring about the Lidz locations to see if we can get back in there. 02.26.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7 blue label ozs $35
Active ,FALSE,02.06.25, LIDZ CANNABIS North,414664,SPOKANE,Kush 21 owned,,,Will take orders any time Monday - Thursday,Emailed Blaine giving him my contact information and inquiring about the Lidz locations to see if we can get back in there. 02.26.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7 blue label ozs $35
,TRUE,,LIDZ CANNABIS  Tacoma,442174,Tacoma,Kush 21 owned,Isabella is the buyer,isabella@zipscannabis.com,lidztacoma.youcanbook.me,,
,FALSE,,LOCAL AMSTERDAM,429803,SEATTLE,,,,,,
,TRUE,02.27.25,LOCALAMSTER,414243,LONGVIEW,Joey is the buyer ,(360) 353-3628    Email preferred 206-369-9597,localamster1995@gmail.com,,Confirmed that this is the correct buyer information  - he prefers email so I am going to reach out letting him know that we are sending samples and would love to get back in the store 02.27.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,LOCALS CANNA HOUSE - now Kush 21,414823,SPOKANE VALLEY,Jon is the buyer,,orders@localscannahouse.com,,,
,FALSE,,LONGVIEW FREEDOM MARKET,413544,LONGVIEW,,,,,,
,TRUE,,LOVELY BUDS DIVISION,410798,SPOKANE,,,lovelymanifests@gmail.com,,,
,TRUE,,LOVELY BUDS NORTH,412490,SPOKANE,,,lovelymanifests@gmail.com,,,
Active,TRUE,07.09.25,LOVING FARMS,412370,MOUNT VERNON,Nate is the buyer and owner,(360) 419-9700, lovingfarmsmj@gmail.com,,Offered 420 special deals and Greenline - NC,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/ 
,FALSE,,LUCID,414963,LACEY,,,,,,
,FALSE,,LUCID,437262,OLYMPIA,,,,,,
Active,TRUE,07.10.25,"LUCID AUBURN, 21+ CANNABIS, 21+ MARIJUANA",422194,AUBURN,Ceara - new buyer  ,253.249.7730,vendors@lucidmj.com ,LUCID SCHEDULING PORTAL AUBURN,"Called to discuss missing payments again, Ceara emailed me and will update me with any solutions they came up with 02.12.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
Active,TRUE,07.10.25,LUCID PUYALLUP,352673,PUYALLUP,Ceara - new buyer  ,253.604.7156,vendors@lucidmj.com ,LUCID SCHEDULING PORTAL PUYALLUP,"Called to discuss missing payments again, Ceara emailed me and will update me with any solutions they came up with 02.12.25 I have reached out several times and still no confirmed way to receive payment. If I do not receive resolution then I will turn them in to the LCB. 02.27.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
,FALSE,,Lucid Cannabis Co,420497,Spokane,,,,,last ordered 3.12.20,
,FALSE,,Lucid Cheney. GREEN SOLUTION PLACE,422504,CHENEY,,,management@lucidcheney.com    john.m@lucidcheney.com vendors@lucidmgmt.com v.invoice@lucidmgmt.com purchasing@lucidmj.com,,,
,TRUE,,Lucky Cannabis (bud nation),415203,Seattle,,206.588.2441,Seattle@LuckyCannabisShops.com,,samples 11.17.18,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,2.21.25,LUCKY LEAF,422442,SPOKANE,David - Owner,(509) 619 - 4887,inventory@luckyleaf.co manager@luckyleaf.co ben@luckyleaf.co david@luckyleaf.co ,,Talked with the owner David. He mentioned dry products the last time they had Fireline. He is open to getting some samples to see if we can get it back in rotation. He is looking for Solventless joints and exciting products outside of flower like vapes as well. - 2.21.25 WL,
,TRUE,10.13.25,Lux Pot Shop - Ballard,414532,Seattle,Spencer,206-294-5586,spencer@luxpotshop.com,48 hr notice before sending orders,"10.13.25 - RM Messaged Shea the Owner to see if he and Spencer has time this week or next to catch up. 

Reached out to Spencer about the samples and if they had a chance to try them 06.09.25 NC","Blue Label pricing - 3.5g - $4, 7g - $8 14g - $16"
,TRUE,10.13.25,Lux Pot Shop - Lake City Way,414160,Seattle,Spencer,206-403-1673,spencer@luxpotshop.com,48 hr notice before sending orders,"10.13.25 - RM Messaged Shea the Owner to see if he and Spencer has time this week or next to catch up. 

Samples 11.17.18 -Spencer is at the Ballard location and only accepts vendor samples at that location - prefers email over phone to get started","Blue Label pricing - 3.5g - $4, 7g - $8 14g - $16"
,TRUE,10.13.25,Lux Pot Shop - Belltown,434272,Seattle,Spencer,206-441-7036,spencer@luxpotshop.com,48 hr notice before sending orders,"10.13.25 - RM Messaged Shea the Owner to see if he and Spencer has time this week or next to catch up. 
Spencer is at the Ballard location and only accepts vendor samples at that location - prefers email over phone to get started","Blue Label pricing - 3.5g - $4, 7g - $8 14g - $16"
,FALSE,,Magic Tree Collective 206,421151,Pullman,,,,,,
,FALSE,,MAGIC TREE COLLECTIVE 206,437368,PULLMAN,,,,,,
Active,TRUE,06.18.25,Main street Marijuana Downtown,414876,Vancouver,Cade is the buyer,,cade@mainstmj.com mitch@mainstmj.com  send delivery/link to this email,Mainstmj.com/vendor-deliveries,"Talked to Cade, he is looking for deals and promo specials for the shops to get online. Going to propose some deals asap - WL","$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off"
Active,TRUE,06.18.25,MAIN STREET MARIJUANA ORCHARDS,414350,VANCOUVER,Cade is the buyer,,cade@mainstmj.com msmorchards@gmail.com - send delivery/link to this email,Mainstmj.com/vendor-deliveries,"Talked to Cade, he is looking for deals and promo specials for the shops to get online. Going to propose some deals asap - WL","$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off"
Active,TRUE,06.18.25,MAIN STREET MARIJUANA EAST,421805,VANCOUVER,Cade is the buyer,Cell: (360) 839-5057,cade@mainstmj.com mainstmjeast@gmail.com -send delivery/link to this email,Mainstmj.com/vendor-deliveries,"Talked to Cade, he is looking for deals and promo specials for the shops to get online. Going to propose some deals asap - WL","$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off"
Active,TRUE,06.18.25,MAIN STREET MARIJUANA NORTH Hazel Dell,435081,VANCOUVER,Cade is the buyer,,cade@mainstmj.com mainstmjhd@gmail.com - send delivery/link to this email,Mainstmj.com/vendor-deliveries,"Talked to Cade, he is looking for deals and promo specials for the shops to get online. Going to propose some deals asap - WL","$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off"
Active,TRUE,,MARGIES'S POT SHOP,413414,BINGEN,,,margiespotshop@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,Marijuana club 99,426895,Everett,,,,,Black Listed,
,FALSE,,MARIJUANA CLUB 99 LLC,367339,SULTAN,,,,,,
Active,TRUE,04.02.25,MARIJUANA MART,428846,ROCHESTER,Shawn is the buyer ,(360) 858-7188,shawn@marijuanamartwa.com,,Offered 420 special deals and greenline - NC,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
,TRUE,02.20.25,MARLEY 420,435092,COVINGTON,Terra,(206) 714 -3820,marley420orders@gmail.com,Monday -  THURSDAY,Sending samples out after talking with the owner Terra. They are open to working with the brands. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,MARY JANE'S,417646,SPOKANE,,,maryjane.4.yourm@gmail.com,,,
,TRUE,,MARY JANES,414864,MOSES LAKE,,,maryjane.4.yourm@gmail.com,,,
,TRUE,02.11.25,MARY MART INC,424311,TACOMA,Mish is the buyer - likes to flirt ,253-579-9396, marymartpurchasing@gmail.com,https://marymart.youcanbook.me,T is the GM - Emailed for a restock 02.11.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,,Mountain High Cannabis (MHC),435889,REPUBLIC,Nicole Grady,,mountainhighcannabis420@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,Millers Marijuana,415001,Elma,,,,,,
,FALSE,,MILLERS MARIJUANA,437305,ELMA,,,,,,
,TRUE,,MISTER BUDS,414735,PORT ANGELES,Malik,360.797.1966,malikatwater@yahoo.com,,last ordered 6.25.2020,
,FALSE,,MJ Long (Green Sky Seattle),414789,Vancouver,,,,,,
,FALSE,,MJ's Pot shop,415314,Pullman,,,,,,
,FALSE,,MODERN CREATIONS LLC,422951,SEATTLE,,,,,,
,TRUE,,MOLECULE,426443,DAVENPORT,,,moleculecannabiz@gmail.com,,,
,FALSE,,"MOUNT BAKER RETAIL PARTNERS, LLC",422361,QUINCY,,,,,They would prefer email instead of phone and love vendor samples ,
,FALSE,,"MOUNT BAKER RETAIL PARTNERS, LLC",422981,TUKWILA,,,,,,
,TRUE,,MR. DOOBEES,424190,SEAVIEW,,,mrdoobees@gmail.com,"Deliveries arriving prior to 11:00 am or after 5:00 pm, payment will be mailed USPS   Email the following docs to mrdoobees@gmail.com, 48 business hours prior to arrival to Mr Doobees : a. Final Transport or Contingency Manifest b. Final Invoice c. Final ""JSON"" File   Try to deliver between 11am-5pm"," 2. The following MINIMUM ""Total THC + THC-A %"" must be met for all products to be accepted, products rejected due to NOT meeting the following will be returned to Vendor at Vendor's expense : a. Flower & Pre-Rolls = minimum 24% + b. Concentrates - Dabs & Vape Carts = minimum 80% + c. Infused Pre-Rolls = minimum 40% + ------------------------------------------------------------------------------ PLEASE ALWAYS delivery the ""HIGHEST"" Total THC + THC-A percentage products ----------------------------------- NO substitutions accepted, unless agreed to in writing by Mr Doobees ---------------------------------------------------------------------------------",
,FALSE,,MR. GREENS CANNABIS,427850,LAKE FOREST PARK,,,,,,
,FALSE,,MUFFYS POT SHOP,413930,PORT ANGELES,,360.504.1966,,,samples 2.2.19,
Active,TRUE,01.31.25,NATURAL BLESSING CANNABIS,423390,SPANAWAY,Tamera is the buyer ,425-894-6052,naturalblessing2014@gmail.com,They open at 9am - they take orders 9am-9pm anyday including weekends,"Talked with Tamera about the struggle for her to meet our $1000 minimum, I waived that for her so she can place an order. 01.31.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.03.25,NATURAL CARE,435728,TACOMA,Justin Meyer,(253) 282-0403,Justin.Meyer80@yahoo.com,,1st order delivered 02.03.25 - check back in 2 weeks to see how the product is selling,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72.00 - 28g/ all concentrates $8.00.
,TRUE,,NATURAL GREEN,421687,DAVENPORT,,,info@naturalgreencannabis.com,,,
Active,TRUE,04.03.25,NATURE'S GIFTS,414181,SEQUIM,Vincent is the buyer ,(360) 797-1993,vincent@naturesgifts420.com,,Reached out for a restock and sent the menu 02.11.25 Emailed about 420 specials and greenline launch NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,NIMBIN FARM,415658,SEATTLE,,206-241-0420,nimbinpotshop@gmail.com nimbin@example.com,,,Tier 2 pricing across the board
,TRUE,02.12.25 ,NIRVANA CANNABIS COMPANY,434100,EAST WENATCHEE,,,wenatchee@nirvanacannabis.company vendors@nirvanacannabis.company,,"Talked to the purchasing team, they are not taking on new vendors for 6 momths. They will need samples in 2 months or so.",
,TRUE,02.12.25 ,NIRVANA CANNABIS COMPANY,427666,OTIS ORCHARDS,,,Spokane@nirvanacannabis.company vendors@nirvanacannabis.company,,"Talked to the purchasing team, they are not taking on new vendors for 6 momths. They will need samples in 2 months or so.",
,TRUE,02.12.25 ,NIRVANA CANNABIS COMPANY,424951,RICHLAND,,,Tricities@nirvanacannabis.company vendors@nirvanacannabis.company,,"Talked to the purchasing team, they are not taking on new vendors for 6 momths. They will need samples in 2 months or so.",
Active,TRUE,,Nikxna Cannabis,430474,Omak,,,jmacclain.crms@icloud.com tashina.thomas@yahoo.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,NORTH BAY MARIJUANA,413407,ALLYN,David Spandl,,northbaymj@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Prospect,TRUE,02.26.25,NORTHWEST CANNABIS CONNECTION,423492,PUYALLUP,Gene or Julie-Owner.     (Rob) Robert Haug - buyer # (253)-355-3926 cell phone,(253) 292-0444  Rob - buyer # (253)-355-3926 cell phone ,nwcccanyon@gmail.com,,"Rob does not work in the store but is still buying.   Robert Haug   Reached out by Email to get back in the store - rob has 2 jobs and does not work in the office. -  Rob - likes to flirt and boost ego - - Called and talked to Jessica who confirmed that Rob is still the buyer for this store, we are sending over samples asap in hopes of getting back into this location. 02.26.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72 - 28g/  all concentrates $8.00
,TRUE,,Northwind Cannabis,437916,Anacortes,Chad is the buyer,,purchasing@northwindcannabis.com,JSON link must be sent 48 hours prior to delivery - no copies of QA tests,,
,FALSE,,Novel tree,414656,Bremerton,,,,,,
,FALSE,,NW Chronicles,415634,Gig Harbor,,,,,,
Active,TRUE,05.21.25,NXNW RETAIL LLC / CANNABIS AND GLASS,428760,LIBERTY LAKE,Ryan & Marshall,,purchasing@cannabisandglass.com ryan@cannabisandglass.com marshall@cannabisandglass.com,,"Reached out to Ryan to see if he was interested in doing business with us. His response was: Hey Nichole,
Thanks for reaching out.
We are not looking for new vendors at this moment.
That being said I have made note of the pricing and we will be sure to keep your products in mind the next time we are bringing on new farms. 

Thanks! ",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/ 
Active,TRUE,05.21.25,NXNW RETAIL LLC/CANNABIS & GLASS,082587,MILLWOOD,Ryan & Marshall,,purchasing@cannabisandglass.com ryan@cannabisandglass.com marshall@cannabisandglass.com,purchasing@cannabisandglass.com - this email is the one to use for manifest info and must be on the ccrs manifest,"Reached out to Ryan to see if he was interested in doing business with us. His response was: Hey Nichole,
Thanks for reaching out.
We are not looking for new vendors at this moment.
That being said I have made note of the pricing and we will be sure to keep your products in mind the next time we are bringing on new farms. 

Thanks! ",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/ 
Active,TRUE,05.21.25,NXNW RETAIL LLC/CANNABIS & GLASS,360307,Spokane,"Bennett, Ryan",509.866.4206,purchasing@cannabisandglass.com ryan@cannabisandglass.com marshall@cannabisandglass.com,,"Reached out to Ryan to see if he was interested in doing business with us. His response was: Hey Nichole,
Thanks for reaching out.
We are not looking for new vendors at this moment.
That being said I have made note of the pricing and we will be sure to keep your products in mind the next time we are bringing on new farms. 

Thanks! ",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/ 
Active,TRUE,04.02.25,OCEAN GREENS,428942,SEATTLE,Julian is the buyer ,206-453-4145  julian Hyseni,og.inventory420@gmail.com,,"Emailed him about a restock on flower and oil, sending vendor samples out and will be in touch for feedback.",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,OLD TOBY,413551,CHEHALIS,,,,,,
,FALSE,,OLYMPIA WEED COMPANY,427769,OLYMPIA,,,,,,
,FALSE,,ONE HIT WONDER CANNABIS,422466,PORT TOWNSEND,,,,,,
,FALSE,,ORCAS ISLAND CANNABIS,420390,EASTSOUND,,,,,,
Active,TRUE,,ORCHARDS CANNABIS MARKET,83380,VANCOUVER,Drew is the buyer ,360-258-1880,ocmreceiving@c4uwa.com,Monday through friday only - 8am to 6pm,,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
,FALSE,02.21.25,ORIGINS,425507,REDMOND,,,virnika.franklin@originscorporate.com,,Sent a text and an email to Virnika. Wokring to see what we can do with this team to push a sale day and get orders going asap! - WL,
,TRUE,02.21.25,ORIGINS CANNABIS,437401,SEATTLE,,,virnika.franklin@originscorporate.com,,Sent a text and an email to Virnika. Wokring to see what we can do with this team to push a sale day and get orders going asap! - WL,
,FALSE,,OUNCE KING CANNABIS,414573,SEATTLE,,,,,,
,FALSE,,OZ,415348,Seattle,,,,,samples 11.12.18,
,TRUE,,PAPER AND LEAF,414812,BAINBRIDGE ISLAND,,,info@paperandleaf.com,,,
,FALSE,,PEND OREILLE CANNABIS CO,76189,IONE,,,,,,
,TRUE,,PEND OREILLE CANNABIS CO.,433404,NEWPORT,,,pocannabis@gmail.com,,,
,FALSE,,"PHC ENTERPRISE, LLC",414918,CUSTER,,,,,,
,TRUE,,PIECE OF MIND CANNABIS,421616,BELLINGHAM,Melanie and Dana,,melanie.lankhaar@pomcannabis.com,,called and talked to budtender - email the buyer - they prefer email,
,FALSE,,POM CANNABIS PULLMAN,417114,PULLMAN,Taylor is the buyer ,(509) 334-2875,Ronee.Nemechek@pomcannabis.com,,Called and left a message for her to call us back to introduct ourselves as she is new,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,ponder,413809,Seattle,,,,,last ordered 3.16.21,
,TRUE,,POT SHOP,079013,SEATTLE,,,potshopvendors@gmail.com,,,
,FALSE,,POT ZONE,415229,PORT ORCHARD,,,,,,
,FALSE,,POT ZONE OF VANCOUVER,361259,VANCOUVER,,,,,,
Active,TRUE,02.17.25,PRC,421084,ARLINGTON,Jestyn is the buyer ,(360) 550-9333,jgilreath@prcwa.com,,"Emailed Jestyn and Jay introducing myself and giving updated contact information, i have met Jestyn in person, he is very nice 02.17.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - take off 20% every order for FireLine Fridays
Active,TRUE,02.17.25,PRC,414574,MOUNT VERNON,Jestyn is the buyer ,(360) 445-6221 - cell phone number,jgilreath@prcwa.com,,"Emailed Jestyn and Jay introducing myself and giving updated contact information, i have met Jestyn in person, he is very nice 02.17.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - take off 20% every order for FireLine Fridays
Active,TRUE,02.17.25,PRC Edmonds,415198,EDMONDS,Jay is the buyer ,(425) 967-5800, jfloberg@prcwa.com,,"Emailed Jestyn and Jay introducing myself and giving updated contact information, i have met Jestyn in person, he is very nice 02.17.25 I talked to Jay who was just checking in, ",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - take off 20% every order for FireLine Fridays
Active,TRUE,02.17.25,PRC BOTHELL,415222,BOTHELL,Jay is the buyer ,(425) 673-7420, jfloberg@prcwa.com,,"Emailed Jestyn and Jay introducing myself and giving updated contact information, i have met Jestyn in person, he is very nice 02.17.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board - take off 20% every order for FireLine Fridays
,TRUE,,PRIMO CANNABIS,423885,OTIS ORCHARDS,,,kade.primoretail@gmail.com,,,
,FALSE,,RAINIER CANNABIS,423224,MOUNTLAKE TERRACE,,,,,,
,TRUE,,Redmond Leaf Avondale,430424,Redmond,Alex is the buyer,,alex@redmondleafwa.com,,,"3.5g x $8.33, 7g x $15.00, 28g x 41.65 2pk reg pr x $2.65, 10pk reg pr x $8.33"
,TRUE,,Redmond Leaf  ,415486,Redmond,Alex is the buyer,,alex@redmondleafwa.com,,,"3.5g x $8.33, 7g x $15.00, 28g x 41.65 2pk reg pr x $2.65, 10pk reg pr x $8.33"
,FALSE,,Reefer Den,404933,Port Townsend,,,,,,
Active,TRUE,06.25.25,Remedy Tulalip - Tribal,,Marysville,carmen is the buyer , (360) 716-3200 - Carmens phone (360) 722-1845,inventory@remedytulalip.com,,Reached out to Carmen via text to see if he would answer me that way! I have emailed and gotten no response.,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72.00 - 28g/ all concentrates $8.00.
,FALSE,,Rengar LLC,429044,Mukilteo,,,,,,
,TRUE,,ROSLYN HERBS,414460,ROSLYN,,,mj@roslynherbs.com,,,
not sure if they exsist,TRUE,,ROYAL'S CANNABIS,415132,SPOKANE,,,ashley@royalscannabis.com,,,
,TRUE,2.25.25,RUCKUS RECREATIONAL CANNABIS -Capital Hill,413692,SEATTLE,Daniel is the buyer,,daniel@ruckusrec.com purchasing@ruckusrec.com ,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,3.7.25,RUCKUS RECREATIONAL CANNABIS - fremont,414088,SEATTLE,Daniel is the buyer,(206) 466-5493,daniel@ruckusrec.com purchasing@ruckusrec.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,SAGE SHOP,426888,OMAK,,,omaksageshop@gmail.com,,,
,FALSE,02.24.25,Salish Coast Cannabis - Tribal,427232,Anacortes,Marcus is the buyer  ,(360) 588-2760,,,"Called but no one answered the phone, try again later 02.24.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE, ,SAPPHIRE CANNABIS,422701,SPRAGUE,,,sapphirecannabis2020@gmail.com,,,
,TRUE,03.06.25,SASHA'S CANNABIS,430798,SHELTON,"Tom is the buyer, Dan is the overall buyer",Dan Rivera cell # - 360-972-5540 store - (360) 426-8000,430798@bayshorecannabis.com Buyer@bayshorecannabis.com,"DELIVERY TIMES: TUESDAY-THURSDAY, 12 PM - 5 PM","Talked to Tom who is the main buyer for this location, Dan is the overall buyer for all locations but Tom will be the one buying for this location. Got his updated info and he does not work Mondays. Eamailed Dan with an offer to put everything on sale to get it out of the store and lowered his pricing to $8 for all 4 stores - we also offered to send buybacks on a regular basis for the crew and trade samples. NC ",$2.50-1g /$8.00 - 3.5g/ $32- 14g/ $64 - 28g/ 
,TRUE,2.21.25,SATIVA SISTERS,413739,SPOKANE,,,sativasisters1@gmail.com,,Sent an intro order to th team. Will make sure tofollow up and get samples going if needed. - WL,
Active,TRUE,06.30.25,SATIVA SISTERS II,422764,CLARKSTON,,509.381.1502,"ben.sativasisters@gmail.com
colton@sativasisters.com
clarkston@sativasisters.com sativasisters1@gmail.com",,Sent an intro order to th team. Will make sure tofollow up and get samples going if needed. - WL,
Active,TRUE,06.30.25,SAVAGE THC,428107,CLAYTON,,,savagethc@gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,SEA CHANGE CANNABIS,432024,PORT HADLOCK,,,,,,
,FALSE,,SEATTLE CANNABIS CO.,426199,SEATTLE,,,,,,
,TRUE,03.19.25,SEATTLE TONICS,414731,SEATTLE,Mike is the buyer - seattletonics@gmail.com,206-363-6000,seattletonics@gmail.com,,"Talked to Mike, he is excited about Greenline, Put in a initial order but is working on clearing off store shelf space to order agian this month. NC",$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60.00 - 28g/ 8pk infus 8pk $10.00 -Greenline 28g - $33.33 and 14g $20.00 - Discount OZs are $35.00
,FALSE,,Seattle Trees Collective ,413519,Seattle,,,,,samples 3.20.20,
,FALSE,,SEAWEED RETAIL,422570,EDMONDS,,,,,,
,TRUE,,SECRET HERB SHOP,413994,KETTLE FALLS,,Shivani Sood,secretherb420@gmail.com,,,
Active,TRUE,2.22.25,SHAWN KEMP'S CANNABIS,429502,SEATTLE,Cade is the buyer,,cade@mainstmj.com inventory@kempscannabis.com,Kempscannabis.com/vendor-deliveries,Kempscannabis.com/vendor-deliveries.,"$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off"
Active,TRUE,2.22.25,SHAWN KEMP'S CANNABIS SODO,434189,SEATTLE,Cade is the buyer,,cade@mainstmj.com sodo@kempscannabis.com,Kempscannabis.com/vendor-deliveries,Kempscannabis.com/vendor-deliveries.,"$2.50 x  1g, $8.33 x 3.5g, $32.50 X 14g $65x 28g plus 20% off"
,TRUE,5.21.25,SHELTON CANNABIS CO,415183,SHELTON, Tim is the buyer ,(360) 358-8973 , buyer@bayshorecannabis.com,,Eamailed Dan with an offer to put everything on sale to get it out of the store and lowered his pricing to $8 for all 4 stores - we also offered to send buybacks on a regular basis for the crew and trade samples. NC ,$2.50-1g /$8.00 - 3.5g/ $32- 14g/ $64 - 28g/ 
,FALSE,02.14.25,SHELTON CANNABIS COMPANY,426677,SHELTON,,,,,,
Active,TRUE,05.27.25,THE SLOW BURN Moxee,415185,MOXEE,April is the buyer ,(509) 214-1000,april@theslowburn.com,,"Called and talked to a Manager who confirmed our information is correct.  I already emailed April my new contact info. on 02.06.25. April is mainly at the 40th location which is Yakima, they love doing vendor of the month 02.14.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - all concentrates $6.80
Active,TRUE,05.27.25,THE SLOW BURN Main st,413773,UNION GAP,April is the buyer ,(509) 823-4792    another line is (509) 223-4680,april@theslowburn.com,,"Called and talked to a Manager who confirmed our information is correct.  I already emailed April my new contact info. on 02.06.25. April is mainly at the 40th location which is Yakima, they love doing vendor of the month 02.14.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - all concentrates $6.80
Active,TRUE,05.27.25,THE SLOW BURN Market St,414470,UNION GAP,April is the buyer ,(509) 452-2787   another line is (509) 223-4680,april@theslowburn.com,,"Called and talked to a Manager who confirmed our information is correct.  I already emailed April my new contact info. on 02.06.25. April is mainly at the 40th location which is Yakima, they love doing vendor of the month 02.14.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - all concentrates $6.80
Active,TRUE,05.27.25,SLOW BURN Yakima,414508,YAKIMA,April is the buyer - she is mainly at this location,(509) 654-9700,april@theslowburn.com,,"Called and talked to a Manager who confirmed our information is correct.  I already emailed April my new contact info. on 02.06.25. April is mainly at the 40th location which is Yakima, they love doing vendor of the month 02.14.25 - emailed about doing a vendor day again - tried calling but she is not in today 03.06.25",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ - all concentrates $6.80
,TRUE,,SMOKANE,425362,SPOKANE,Chris is the buyer,,smokane502@gmail.com,,"last ordered 2.10.21 = called and got new buyer and manager infomation, need to call back tuesday when both managers are in 9.30.22",
,FALSE,,SMOKING CROW,437560,BELLINGHAM,,,,,,
